Event	Score
963	5.611173464126337
964	5.450840095344912
965	5.37884868537572
966	4.238646389563296
967	6.47878568406531
968	5.529602205294715
969	4.798886212738594
970	5.051247191592812
971	5.295139025396512
972	6.06990084355965
973	4.191289808551961
974	4.803027016080044
975	4.808508904369114
976	3.7668572941258835
977	4.640277524965066
978	4.796779058017391
979	4.683064795119418
980	4.2833262726680035
981	4.358016208459947
982	6.043302670160506
983	4.836881150360374
984	3.6682871920703874
985	5.435352548563168
986	5.236881775170549
987	5.935399901151437
988	5.4940533890020955
989	6.009017405589184
990	5.204658151481814
991	6.536435320100644
992	4.425928631418012
993	4.222906321877079
994	5.4880942345122365
995	4.6466700923435855
996	4.0788124828957075
997	4.296506302311607
998	5.204658151481814
999	3.320378554808448
